PK,NOMBRE,sameAs,direccion,DISTRITO,distriurl,LATITUD,LONGITUD,TELEFONO,CONTENT-URL
4164,Comite Olimpico Espanol,http://dbpedia.org/resource/Comite_Olimpico_Espanol,calle arequipa 13,Hortaleza,http://dbpedia.org/resource/Hortaleza,40.46869588603971,-3.634207569525505,913 815 500,http://www.coe.es
4252,Fundacion del Futbol Profesional,http://dbpedia.org/page/Liga_de_Fútbol_Profesional,calle hernandez de tejada 10,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,40.447227044276445,-3.6504913598835316,912 055 030,http://www.laliga.es/
