PK,NOMBRE,sameAs,direccion,DISTRITO,distrito_url,LATITUD,LONGITUD,TELEFONO,CONTENT-URL
3395,Parroquia San Ricardo,,calle gaztambide 22,CHAMBERI,http://dbpedia.org/page/Chamartin_(Madrid),40.433428408805845,-3.7155210177417177,915 432 291,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5a9eb069a541f010VgnVCM1000000b205a0aRCRD
3666,Parroquia San Romualdo,,calle ascao 30,Ciudad Lineal,http://dbpedia.org/resource/Ciudad_Lineal,40.42999396282743,-3.6405991175956873,913 675 135,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=96ceb069a541f010VgnVCM1000000b205a0aRCRD
3667,Parroquia San Roque,,calle abolengo 10,Carabanchel,http://dbpedia.org/resource/Carabanchel,40.38913511955554,-3.7363776865741594,914 616 210,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9cdeb069a541f010VgnVCM1000000b205a0aRCRD
3682,Parroquia San Sebastian,,calle atocha 39,Centro (Madrid),http://dbpedia.org/resource/Centro_(Madrid),40.41350544318075,-3.701472719930406,914 291 361,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5e0fb069a541f010VgnVCM1000000b205a0aRCRD
3683,Parroquia San Sebastian Martir,,plaza parroquia 1,Carabanchel,http://dbpedia.org/resource/Carabanchel,40.380040400811396,-3.7413207215629054,914 628 536,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=97feb069a541f010VgnVCM1000000b205a0aRCRD
3684,Parroquia San Simon y San Judas,,avenida orcasur 0,Usera,http://dbpedia.org/resource/Usera,40.37038446580724,-3.70056603706231,913 178 059,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=092fb069a541f010VgnVCM1000000b205a0aRCRD
3688,Parroquia San Timoteo,,calle sierra de gredos 26,Villa de Vallecas,http://dbpedia.org/resource/Villa_de_Vallecas,40.37919610256715,-3.6266526817915965,913 311 222,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c84fb069a541f010VgnVCM1000000b205a0aRCRD
3694,Parroquia San Valentin y San Casimiro,,calle villajimena 75,Vicálvaro,http://dbpedia.org/resource/Vicalvaro,40.407097827485586,-3.606275317900553,913 718 941,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e5fb069a541f010VgnVCM1000000b205a0aRCRD
3704,Parroquia San Vicente de Paul,,plaza san vicente de paul 1,Carabanchel,http://dbpedia.org/resource/Carabanchel,40.3853810852385,-3.725969104633047,915 693 818,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=047fb069a541f010VgnVCM1000000b205a0aRCRD
3697,Parroquia San Vicente Ferrer,,calle ibiza 43,Retiro (Madrid),http://dbpedia.org/resource/Retiro_(Madrid),40.4182359609083,-3.6725370704183042,915 041 521,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a8fb069a541f010VgnVCM1000000b205a0aRCRD
